Barkod;"Eser Adı / Kitap Adı";Yazar;"Yer Numarası (Sırt No)";ISBN/ISSN;"Raf Konumu";"Ana Kütüphane";"Raf Kontrol Notu";"Materyal Türü"
111000000962;"Haşlanmış harikalar diyarı ve dünyanın sonu";"Murakami, Haruki";"895.65 MUR 2011";9786051119632;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000963;"Haşlanmış harikalar diyarı ve dünyanın sonu";"Murakami, Haruki";"895.65 MUR 2011";9786051119632;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000964;"Hayatın anlamı ''kendin ol'' zigot mucizesi :";"Yeter, Hüseyin,";"128 YET 2024";9786056288968;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000965;"Çare";;"050 ÇAR 2025";2651-4419;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000966;"Güncel sanat.";;"050 GÜN 2012-.";2149-3693;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000967;"Kafasına göre.";;"050 KAF 2015-.";2149-2654;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000968;"Kafasına göre.";;"050 KAF 2015-.";2149-2654;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000969;"Dil ve edebiyat.";;"050 DİL 2009 -.";"1308-7797  ";"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000970;İmbik;;"050 İMB 2020 -";2717-9362;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000971;Arkaplan;;"050 ARK 2019 -";2687-5020;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000972;Arkaplan;;"050 ARK 2019 -";2687-5020;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000973;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000974;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000975;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000976;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000977;"Tek Sayı Süreli Yayınlar"
111000000977;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000978;"Akıllı horoz";;"398.2 AKI 2009";9789759189969;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000979;"Akıllı horoz";;"398.2 AKI 2009";9789759189969;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000980;"Kelebek Zihinli Çocuk";"Williamson, Victoria";"813.42 WIL 2021";9786050837933;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000981;"Lenin'li günler ";"Gorki, Maksim,";"947.084 GOR 2025";9786052222829;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000982;"Aktüel tarih";;"050 AKT 2021 -";2791-8289;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000983;"Lenin'li günler ";"Gorki, Maksim,";"320.5322092 GOR 2023";9786052222829;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000984;Acemi.;;"050 ACE 2012 -";1305-4155;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000985;"Bebek kütüphaneleri çalıştayı";"Ceylan, Şehnaz";"028 CEY 2020";9789751745033;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000986;"Işığın şifa yolu";"Uzun, Sibel";"158.1 UZU 2023";9786254415326;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000987;Acemi.;;"050 ACE 2012 -";1305-4155;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000988;"Akıllı horoz";;"398.2 AKI 2009";9789759189969;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000989;"Akıllı horoz";;"398.2 AKI 2009";9789759189969;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000990;"Kelebek Zihinli Çocuk";"Williamson, Victoria";"813.42 WIL 2021";9786050837933;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000991;"Kelebek Zihinli Çocuk";"Williamson, Victoria";"813.42 WIL 2021";9786050837933;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000992;"Kelebek zihinli çocuk";"Williamson, Victoria";"823.914 WİL 2023";9786050837933;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000993;"Işığın şifa yolu";"Uzun, Sibel";"158.1 UZU 2024";9786254415326;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000994;"Akıllı Horoz";;"808.068 AKI 2011";9789759189969;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000995;"Geveze kurbağa";;"398.2 GEV 2011";9789759189969;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000996;"Akıllı horoz";;"398.2 AKI 2009";9789759189969;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000997;"Geveze kubağa";;"398.245 GEV 2011";9789759189969;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000998;"Geveze kubağa";;"398.245 GEV 2011";9789759189969;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000999;"Bitişik eğik yazı masal kitaplarım 2";;"398.2 BİT 2011";9789759189969;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001000;"Küçük Prens ve Eolyalılar";;"372.412 KÜÇ 2012";9786054505265;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001001;"Kelebek Zihinli Çocuk";"Williamson, Victoria";"813.42 WIL 2021";9786050837933;"Geçici Derme1";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001002;"Kelebek Zihinli Çocuk";"Williamson, Victoria";"813.42 WIL 2021";9786050837933;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001003;"Kelebek Zihinli Çocuk";"Williamson, Victoria";"823.914 WİL 2021";9786050837933;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001004;"Işığın şifa yolu";"Uzun, Sibel";"158.1 UZU 2023";9786254415326;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001005;"Işığın şifa yolu";"Uzun, Sibel";"158.1 UZU 2024";9786254415326;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001006;"Onca yoksulluk varken ";"Emile Ajar";"843.914 AJA 2022";9786257370844;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001007;"Zeytindağı";"Atay, Falih Rıfkı";"813.42 ATA 2022";9786057531544;"İlk Okuma Kitapları Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001008;"Zeytindağı";"Atay, Falih Rıfkı";"813.42 ATA 2022";9786057531544;"Gezici Kütüphane Anadolu Yakası";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001009;"Zeytindağı";"Atay, Falih Rıfkı";"813.42 ATA 2022";9786057531544;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001010;"Onca yoksulluk varken ";"Emile Ajar";"843.914 AJA 2022";9786257370844;"Gör-İşit Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001011;"Zeytindağı";"Atay, Falih Rıfkı";"813.42 ATA 2022";9786057531544;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001012;"Onca yoksulluk varken ";"Emile Ajar";"843.914 AJA 2022";9786257370844;"Bebek Bölümü (0-3 Yaş)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001013;"Işığın şifa yolu";"Uzun, Sibel";"158.1 UZU 2023";9786254415326;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001014;"Onca yoksulluk varken ";"Emile Ajar";"843.914 AJA 2022";9786257370844;"Gezici Kütüphane Anadolu Yakası";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001015;"Onca yoksulluk varken ";"Emile Ajar";"843.914 AJA 2022";9786257370844;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001016;"Zeytindağı";"Atay, Falih Rıfkı";"813.42 ATA 2022";9786057531544;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001017;"Dijital dünyada çocuklara destek ve rehberlik :";"Lutz, Leonie,";"649.1 LUT 2024";9789750536724;"Gör-İşit Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001018;"Dil (ve zihnin) felsefesi";"Recanati, François";"400.1 REC 2022";9786258123166;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001019;"Dil (ve zihnin) felsefesi /";"Recanati, François,";"121.68 REC 2022";9786258123166;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001020;"Dilsiz kaval /";"Okumuş, Nurullah,";"811.42 OKU 2024";9786256300620;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001021;"Üç kız kardeş";"Aydın, İclal";"813.42 AYD 2018";9786053043249;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001022;"Dijital dünyada çocuklara destek ve rehberlik :";"Lutz, Leonie,";"649.1 LUT 2024";9789750536724;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001023;"Jane Austen'ın kayıp anıları";"James, Syrie";"828.3354 JAM 2012";9786051415666;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001024;Acemi.;;"050 ACE 2012 -";1305-4155;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000001025;"Küçük Prens";"Saint-Exupery, Antoine de";"843.912 SAİ 2015";9786051730561;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001026;"Kürk mantolu Madonna";"Sabahattin Ali";"813.42 SAB 2019";9786057522160;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001027;"Poetika dersleri";"Okay, M. Orhan";"811.4209 OKA 2018";9789759953812;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001028;"Jane Austen'in kayıp anıları";"James, Syrie";"828.3354 JAM 2012";9786051415666;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000001029;Varlık.;;"050 VAR 1933-.";1300-1728;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000001030;"Jane Austen'ın kayıp anıları";"James, Syrie";"828.3354 JAM 2012";9786051415666;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
